failed_password_attempt_count,ip_attempt_count,log_type_encoded,predicted_label,true_label
0,34487,2,1,1
0,10567,2,1,1
0,31933,2,1,1
0,28709,2,1,1
0,42993,2,1,1
0,26059,2,1,1
0,46398,2,1,1
0,33090,2,1,1
6314,14,1,1,1
0,29596,2,1,1
1,19,1,0,0
0,16977,2,1,1
0,0,4,0,0
0,2095,2,1,1
0,64665,2,1,1
0,34548,2,1,1
0,45003,2,1,1
0,52425,2,1,1
0,55582,2,1,1
0,36822,2,1,1
0,9795,2,1,1
0,0,4,0,0
0,15140,2,1,1
0,16683,2,1,1
0,17843,2,1,1
0,22768,2,1,1
0,10883,2,1,1
0,33356,2,1,1
4300,36,1,1,1
0,4718,2,1,1
0,61855,2,1,1
0,49678,2,1,1
0,31849,2,1,1
383,6,1,1,1
0,21084,2,1,1
0,0,4,0,0
0,37131,2,1,1
0,10165,2,1,1
0,37399,2,1,1
0,0,4,0,0
0,0,4,0,0
0,9177,2,1,1
0,0,4,0,0
0,27520,2,1,1
0,24446,2,1,1
0,46568,2,1,1
0,8829,2,1,1
0,16448,2,1,1
0,21397,2,1,1
0,52261,2,1,1
0,32574,2,1,1
72,0,1,1,1
0,59839,2,1,1
0,7136,2,1,1
0,34595,2,1,1
0,0,4,0,0
119,8,1,1,1
0,5735,2,1,1
0,15100,2,1,1
0,2122,2,1,1
0,567,2,1,1
0,33996,2,1,1
0,49604,2,1,1
0,1,5,0,0
0,34524,2,1,1
0,1358,2,1,1
0,39476,2,1,1
0,0,4,0,0
0,0,4,0,0
0,47475,2,1,1
0,13460,2,1,1
0,38695,2,1,1
0,45792,2,1,1
0,50614,2,1,1
0,17371,2,1,1
0,7166,2,1,1
0,61521,2,1,1
0,29673,2,1,1
0,60140,2,1,1
0,16863,2,1,1
0,47179,2,1,1
0,52627,2,1,1
0,35604,2,1,1
0,18741,2,1,1
0,64534,2,1,1
0,12307,2,1,1
0,35092,2,1,1
0,14150,2,1,1
36,25,1,1,1
1,14,1,0,0
0,43571,2,1,1
0,31860,2,1,1
4725,26,1,1,1
0,35002,2,1,1
0,53832,2,1,1
0,1265,2,1,1
0,46578,2,1,1
0,52965,2,1,1
117,16,1,1,1
0,4801,2,1,1
0,55732,2,1,1
0,58167,2,1,1
0,19681,2,1,1
0,67075,2,1,1
0,33632,2,1,1
0,40690,2,1,1
0,23452,2,1,1
0,61365,2,1,1
0,51903,2,1,1
0,42434,2,1,1
0,25950,2,1,1
0,9649,2,1,1
0,0,4,0,0
0,38053,2,1,1
6254,12,1,1,1
0,32856,2,1,1
0,13743,2,1,1
0,32457,2,1,1
0,50400,2,1,1
0,43958,2,1,1
0,35408,2,1,1
0,8161,2,1,1
0,30741,2,1,1
0,45931,2,1,1
0,42376,2,1,1
72,14,1,1,1
0,3791,2,1,1
0,29672,2,1,1
0,47091,2,1,1
0,24413,2,1,1
0,44188,2,1,1
0,7889,2,1,1
0,36077,2,1,1
1,1,1,0,0
0,14415,2,1,1
0,34103,2,1,1
0,0,4,0,0
0,11208,2,1,1
0,13939,2,1,1
0,1,5,0,0
0,24736,2,1,1
0,10036,2,1,1
0,34954,2,1,1
0,29197,2,1,1
0,58039,2,1,1
0,35899,2,1,1
0,8354,2,1,1
0,53891,2,1,1
0,9400,2,1,1
0,54389,2,1,1
2922,34,1,1,1
6047,9,1,1,1
0,18180,2,1,1
0,53000,2,1,1
0,44714,2,1,1
0,64490,2,1,1
0,14927,2,1,1
0,52910,2,1,1
0,66429,2,1,1
0,64051,2,1,1
0,32925,2,1,1
0,20629,2,1,1
0,49462,2,1,1
0,23833,2,1,1
0,11079,2,1,1
0,54331,2,1,1
0,12647,2,1,1
0,36077,2,1,1
0,6520,2,1,1
0,0,4,0,0
0,16068,2,1,1
0,4603,2,1,1
0,48452,2,1,1
0,28024,2,1,1
0,30419,2,1,1
0,43431,2,1,1
0,43953,2,1,1
0,19837,2,1,1
0,15315,2,1,1
0,35828,2,1,1
0,1033,2,1,1
0,9439,2,1,1
0,15881,2,1,1
0,2979,2,1,1
0,0,4,0,0
0,0,4,0,0
1,0,1,0,0
0,59475,2,1,1
0,36402,2,1,1
0,30202,2,1,1
100,23,1,1,1
0,25601,2,1,1
0,20705,2,1,1
0,47176,2,1,1
0,51850,2,1,1
0,21789,2,1,1
0,22,2,1,1
0,7291,2,1,1
0,49821,2,1,1
0,10574,2,1,1
0,7139,2,1,1
0,30195,2,1,1
0,14343,2,1,1
0,3167,2,1,1
0,0,3,0,0
33,15,1,1,1
0,48309,2,1,1
4256,9,1,1,1
0,17306,2,1,1
0,48494,2,1,1
0,66008,2,1,1
0,2054,2,1,1
0,17125,2,1,1
0,48480,2,1,1
0,33021,2,1,1
0,26627,2,1,1
0,4627,2,1,1
0,29462,2,1,1
18,60,1,1,1
0,50111,2,1,1
0,19437,2,1,1
0,41129,2,1,1
0,46035,2,1,1
0,52556,2,1,1
0,12056,2,1,1
0,64704,2,1,1
0,2525,2,1,1
0,204,2,1,1
0,19550,2,1,1
0,35081,2,1,1
0,47060,2,1,1
0,35460,2,1,1
0,7199,2,1,1
0,53250,2,1,1
0,44859,2,1,1
0,40949,2,1,1
0,49,5,1,1
0,15654,2,1,1
0,3561,2,1,1
0,0,4,0,0
0,37948,2,1,1
0,17160,2,1,1
0,33896,2,1,1
0,12044,2,1,1
0,32732,2,1,1
0,7479,2,1,1
0,55147,2,1,1
32,15,1,1,1
1128,9,1,1,1
0,40974,2,1,1
0,683,2,1,1
0,1193,2,1,1
0,64843,2,1,1
0,19259,2,1,1
0,14028,2,1,1
0,2076,2,1,1
3326,8,1,1,1
0,30811,2,1,1
0,19907,2,1,1
117,12,1,1,1
0,19658,2,1,1
0,9703,2,1,1
1560,11,1,1,1
0,3916,2,1,1
5702,11,1,1,1
0,36123,2,1,1
0,36649,2,1,1
0,15513,2,1,1
0,49564,2,1,1
1192,9,1,1,1
0,5057,2,1,1
0,30753,2,1,1
0,43595,2,1,1
0,47487,2,1,1
0,60203,2,1,1
0,34461,2,1,1
0,34505,2,1,1
0,1130,2,1,1
0,14348,2,1,1
0,50008,2,1,1
0,0,4,0,0
0,54751,2,1,1
0,10481,2,1,1
0,4857,2,1,1
0,58842,2,1,1
0,43272,2,1,1
0,50406,2,1,1
0,11646,2,1,1
0,1602,2,1,1
0,17447,2,1,1
0,31018,2,1,1
0,59166,2,1,1
115,33,1,1,1
165,0,1,1,1
0,26431,2,1,1
0,32165,2,1,1
0,32670,2,1,1
0,17588,2,1,1
0,16,5,1,1
0,2735,2,1,1
0,25678,2,1,1
0,29345,2,1,1
0,0,4,0,0
0,45765,2,1,1
0,64093,2,1,1
0,26503,2,1,1
0,0,4,0,0
0,27259,2,1,1
70,25,1,1,1
252,1,1,1,1
0,0,4,0,0
0,43747,2,1,1
0,13900,2,1,1
0,65808,2,1,1
0,36132,2,1,1
0,15558,2,1,1
0,17184,2,1,1
0,29707,2,1,1
0,29605,2,1,1
0,52592,2,1,1
0,58691,2,1,1
0,48465,2,1,1
0,9458,2,1,1
0,22524,2,1,1
0,0,4,0,0
0,40725,2,1,1
0,13741,2,1,1
0,37127,2,1,1
0,13,5,1,1
0,23486,2,1,1
0,33783,2,1,1
0,15606,2,1,1
0,8302,2,1,1
0,63624,2,1,1
0,14051,2,1,1
0,33835,2,1,1
0,12211,2,1,1
0,14648,2,1,1
9,8,1,1,1
0,19522,2,1,1
0,269,2,1,1
0,24032,2,1,1
0,17869,2,1,1
0,48239,2,1,1
0,64976,2,1,1
0,18639,2,1,1
0,1,5,0,0
0,45367,2,1,1
0,0,3,0,0
0,60071,2,1,1
0,49809,2,1,1
0,18046,2,1,1
0,45822,2,1,1
0,32439,2,1,1
0,13878,2,1,1
0,64329,2,1,1
0,18052,2,1,1
0,33941,2,1,1
0,38855,2,1,1
0,29537,2,1,1
0,31971,2,1,1
0,46386,2,1,1
0,1695,2,1,1
0,278,2,1,1
0,40233,2,1,1
0,46024,2,1,1
0,12238,2,1,1
0,29101,2,1,1
0,44433,2,1,1
0,27087,2,1,1
0,9010,2,1,1
0,20,2,1,1
0,23231,2,1,1
0,27636,2,1,1
0,63340,2,1,1
0,13888,2,1,1
0,0,4,0,0
0,58624,2,1,1
0,992,2,1,1
0,6851,2,1,1
0,55013,2,1,1
4196,9,1,1,1
0,18194,2,1,1
0,12418,2,1,1
193,6,1,1,1
0,33254,2,1,1
0,10609,2,1,1
0,49707,2,1,1
0,42424,2,1,1
0,25872,2,1,1
0,32451,2,1,1
0,13791,2,1,1
0,57522,2,1,1
0,22086,2,1,1
0,42157,2,1,1
0,11018,2,1,1
13,0,1,1,1
0,0,4,0,0
0,32942,2,1,1
0,32745,2,1,1
0,40358,2,1,1
0,47281,2,1,1
2814,33,1,1,1
0,41271,2,1,1
0,30551,2,1,1
0,51226,2,1,1
0,26258,2,1,1
0,1357,2,1,1
0,53,2,1,1
0,29773,2,1,1
0,20517,2,1,1
0,25239,2,1,1
0,47275,2,1,1
1,11,1,0,0
0,21842,2,1,1
0,26623,2,1,1
0,20052,2,1,1
0,0,4,0,0
0,17604,2,1,1
0,50288,2,1,1
0,29668,2,1,1
0,22789,2,1,1
0,69,5,1,1
0,35243,2,1,1
0,19518,2,1,1
0,18207,2,1,1
0,44057,2,1,1
0,3153,2,1,1
0,34650,2,1,1
0,16246,2,1,1
0,0,4,0,0
0,0,4,0,0
0,36797,2,1,1
0,12,5,1,1
0,47946,2,1,1
0,46851,2,1,1
0,39867,2,1,1
0,59494,2,1,1
0,1836,2,1,1
0,0,4,0,0
0,23206,2,1,1
0,55918,2,1,1
0,46581,2,1,1
0,1152,2,1,1
0,28279,2,1,1
0,41794,2,1,1
0,39014,2,1,1
0,25874,2,1,1
0,16315,2,1,1
0,23137,2,1,1
0,47780,2,1,1
0,22634,2,1,1
2676,15,1,1,1
0,21687,2,1,1
0,53540,2,1,1
0,51954,2,1,1
0,61890,2,1,1
0,54241,2,1,1
0,4760,2,1,1
0,57371,2,1,1
0,36099,2,1,1
0,7133,2,1,1
0,37553,2,1,1
0,17284,2,1,1
5,60,1,1,1
0,4012,2,1,1
0,0,4,0,0
0,37776,2,1,1
0,49016,2,1,1
0,10629,2,1,1
0,20068,2,1,1
0,364,2,1,1
0,17033,2,1,1
477,6,1,1,1
0,53048,2,1,1
0,57679,2,1,1
4429,36,1,1,1
0,9194,2,1,1
0,59512,2,1,1
0,14653,2,1,1
0,45571,2,1,1
0,43404,2,1,1
0,43474,2,1,1
0,26911,2,1,1
0,6474,2,1,1
8,37,1,1,1
0,41699,2,1,1
0,13174,2,1,1
0,14731,2,1,1
0,14712,2,1,1
0,44999,2,1,1
0,1111,2,1,1
0,67021,2,1,1
0,19446,2,1,1
0,52305,2,1,1
0,15742,2,1,1
0,9516,2,1,1
0,34269,2,1,1
0,21014,2,1,1
0,40333,2,1,1
0,7387,2,1,1
0,50205,2,1,1
0,4850,2,1,1
0,28957,2,1,1
0,36343,2,1,1
0,12578,2,1,1
0,28179,2,1,1
0,32879,2,1,1
2488,9,1,1,1
0,25049,2,1,1
0,49338,2,1,1
0,11807,2,1,1
0,24239,2,1,1
0,34814,2,1,1
0,16003,2,1,1
0,20642,2,1,1
0,16245,2,1,1
0,17369,2,1,1
0,60201,2,1,1
0,45600,2,1,1
0,2033,2,1,1
0,48555,2,1,1
0,41999,2,1,1
0,287,2,1,1
0,0,3,0,0
0,58201,2,1,1
0,18537,2,1,1
0,18343,2,1,1
0,0,4,0,0
0,1631,2,1,1
0,42241,2,1,1
0,15394,2,1,1
0,340,2,1,1
0,19219,2,1,1
0,24931,2,1,1
1,1,1,0,0
0,19914,2,1,1
5373,13,1,1,1
0,52090,2,1,1
0,0,4,0,0
0,65693,2,1,1
0,58608,2,1,1
0,65726,2,1,1
0,31120,2,1,1
0,25614,2,1,1
0,30260,2,1,1
0,6976,2,1,1
0,5,5,1,1
3512,1,1,1,1
0,13953,2,1,1
0,19869,2,1,1
0,46029,2,1,1
0,12912,2,1,1
0,25805,2,1,1
1,3,1,0,0
0,16739,2,1,1
0,31567,2,1,1
0,24638,2,1,1
0,11637,2,1,1
0,0,4,0,0
0,2313,2,1,1
0,36293,2,1,1
0,20749,2,1,1
0,46705,2,1,1
0,24710,2,1,1
0,183,2,1,1
0,18228,2,1,1
0,33256,2,1,1
0,7,2,1,1
1,8,1,0,0
0,0,4,0,0
102,0,1,1,1
0,0,4,0,0
0,61870,2,1,1
0,50768,2,1,1
0,55894,2,1,1
0,15445,2,1,1
0,43703,2,1,1
0,46320,2,1,1
0,13446,2,1,1
0,40937,2,1,1
0,33617,2,1,1
0,20955,2,1,1
0,0,3,0,0
0,62002,2,1,1
0,38788,2,1,1
0,8779,2,1,1
0,37923,2,1,1
0,46614,2,1,1
0,50831,2,1,1
0,42059,2,1,1
0,622,2,1,1
0,32263,2,1,1
0,44340,2,1,1
0,3611,2,1,1
0,37907,2,1,1
0,50132,2,1,1
0,4789,2,1,1
0,22714,2,1,1
0,46290,2,1,1
0,25657,2,1,1
0,52,2,1,1
0,30655,2,1,1
0,36060,2,1,1
0,47559,2,1,1
0,15181,2,1,1
0,24176,2,1,1
0,30693,2,1,1
0,12947,2,1,1
0,58510,2,1,1
0,49104,2,1,1
4746,10,1,1,1
0,20357,2,1,1
0,823,2,1,1
0,4915,2,1,1
2278,6,1,1,1
0,2908,2,1,1
0,3412,2,1,1
0,49558,2,1,1
1,1,1,0,0
6360,15,1,1,1
0,24447,2,1,1
0,49222,2,1,1
0,21415,2,1,1
0,43507,2,1,1
0,39939,2,1,1
0,1648,2,1,1
0,46574,2,1,1
0,0,4,0,0
0,5712,2,1,1
0,15982,2,1,1
380,6,1,1,1
0,43423,2,1,1
0,45923,2,1,1
2817,33,1,1,1
0,21351,2,1,1
0,60390,2,1,1
0,65051,2,1,1
0,29409,2,1,1
0,60097,2,1,1
0,1274,2,1,1
0,65128,2,1,1
0,3063,2,1,1
0,0,4,0,0
0,2433,2,1,1
0,9070,2,1,1
0,23199,2,1,1
0,16133,2,1,1
120,24,1,1,1
0,8336,2,1,1
0,53131,2,1,1
0,23474,2,1,1
0,20732,2,1,1
0,41355,2,1,1
0,15700,2,1,1
0,29990,2,1,1
0,4390,2,1,1
0,4093,2,1,1
0,56616,2,1,1
0,50826,2,1,1
0,56586,2,1,1
0,62384,2,1,1
0,37812,2,1,1
0,59833,2,1,1
0,33430,2,1,1
0,32394,2,1,1
0,0,4,0,0
0,12419,2,1,1
0,18664,2,1,1
0,484,2,1,1
0,64988,2,1,1
0,50397,2,1,1
0,0,3,0,0
0,36006,2,1,1
0,23042,2,1,1
0,19043,2,1,1
0,21485,2,1,1
0,42462,2,1,1
0,26147,2,1,1
0,42378,2,1,1
0,30424,2,1,1
0,35296,2,1,1
0,34868,2,1,1
317,6,1,1,1
0,1864,2,1,1
0,37060,2,1,1
0,66284,2,1,1
0,38281,2,1,1
0,63390,2,1,1
0,13298,2,1,1
0,10508,2,1,1
0,38766,2,1,1
0,3069,2,1,1
0,58008,2,1,1
4248,9,1,1,1
0,52128,2,1,1
0,56438,2,1,1
5410,13,1,1,1
0,4328,2,1,1
0,43831,2,1,1
0,15558,2,1,1
0,2414,2,1,1
0,154,2,1,1
0,63648,2,1,1
0,0,4,0,0
0,52363,2,1,1
0,9751,2,1,1
0,23705,2,1,1
0,42147,2,1,1
0,45077,2,1,1
0,4211,2,1,1
0,27385,2,1,1
0,59040,2,1,1
0,45820,2,1,1
0,36354,2,1,1
0,16993,2,1,1
0,50048,2,1,1
0,13697,2,1,1
92,1,1,1,1
0,22142,2,1,1
0,51822,2,1,1
0,0,4,0,0
0,40615,2,1,1
0,18265,2,1,1
0,31389,2,1,1
0,46190,2,1,1
0,13779,2,1,1
3786,17,1,1,1
0,60663,2,1,1
5868,11,1,1,1
0,45967,2,1,1
0,49894,2,1,1
0,0,4,0,0
1,1,1,0,0
0,16800,2,1,1
0,9893,2,1,1
1,69,1,0,0
0,49959,2,1,1
0,7974,2,1,1
2,22,1,0,0
0,56414,2,1,1
0,25862,2,1,1
0,63732,2,1,1
0,52095,2,1,1
0,62665,2,1,1
0,492,2,1,1
0,0,4,0,0
6058,9,1,1,1
0,7205,2,1,1
0,31379,2,1,1
0,7770,2,1,1
0,52734,2,1,1
1779,24,1,1,1
0,20350,2,1,1
0,5616,2,1,1
0,0,4,0,0
0,39676,2,1,1
0,58475,2,1,1
0,26976,2,1,1
0,44417,2,1,1
0,18131,2,1,1
0,29104,2,1,1
0,3,5,0,0
0,23922,2,1,1
0,22987,2,1,1
0,25312,2,1,1
0,45786,2,1,1
0,48565,2,1,1
0,46429,2,1,1
0,37126,2,1,1
0,2898,2,1,1
0,6773,2,1,1
0,9892,2,1,1
0,64040,2,1,1
0,0,4,0,0
0,4019,2,1,1
0,3295,2,1,1
0,45734,2,1,1
0,2006,2,1,1
0,0,4,0,0
0,0,4,0,0
0,20865,2,1,1
0,30394,2,1,1
0,38343,2,1,1
0,27073,2,1,1
0,64658,2,1,1
0,61505,2,1,1
0,4437,2,1,1
0,36158,2,1,1
0,36519,2,1,1
0,0,3,0,0
0,52170,2,1,1
0,9999,2,1,1
0,50949,2,1,1
0,51509,2,1,1
0,62299,2,1,1
0,35539,2,1,1
0,45801,2,1,1
0,8379,2,1,1
0,67061,2,1,1
0,8141,2,1,1
0,33571,2,1,1
0,1881,2,1,1
0,63197,2,1,1
0,33480,2,1,1
0,0,4,0,0
0,24519,2,1,1
7,0,1,1,1
0,24218,2,1,1
0,48323,2,1,1
0,32829,2,1,1
0,9531,2,1,1
0,40895,2,1,1
0,13513,2,1,1
0,6353,2,1,1
0,52179,2,1,1
0,56162,2,1,1
0,0,4,0,0
0,3744,2,1,1
0,10695,2,1,1
0,56880,2,1,1
0,44537,2,1,1
0,30054,2,1,1
0,3812,2,1,1
0,60413,2,1,1
0,12606,2,1,1
0,5020,2,1,1
0,11,5,1,1
0,26366,2,1,1
0,40592,2,1,1
0,35310,2,1,1
0,29893,2,1,1
0,45852,2,1,1
0,42456,2,1,1
0,6460,2,1,1
0,22660,2,1,1
0,17035,2,1,1
0,34568,2,1,1
0,16861,2,1,1
0,55128,2,1,1
0,26071,2,1,1
0,9628,2,1,1
0,63210,2,1,1
0,42111,2,1,1
0,43652,2,1,1
0,22618,2,1,1
0,3153,2,1,1
0,50749,2,1,1
0,39373,2,1,1
3525,1,1,1,1
0,57493,2,1,1
0,28458,2,1,1
0,49671,2,1,1
0,49142,2,1,1
0,8778,2,1,1
0,39563,2,1,1
0,36154,2,1,1
0,29574,2,1,1
0,42937,2,1,1
0,56506,2,1,1
107,7,1,1,1
0,56019,2,1,1
0,55609,2,1,1
4312,36,1,1,1
0,20832,2,1,1
0,13385,2,1,1
0,48524,2,1,1
0,36984,2,1,1
0,5931,2,1,1
0,0,4,0,0
0,42999,2,1,1
0,37656,2,1,1
0,2792,2,1,1
0,47616,2,1,1
0,38690,2,1,1
0,29737,2,1,1
0,55425,2,1,1
0,46501,2,1,1
0,66730,2,1,1
0,9309,2,1,1
0,45954,2,1,1
0,25502,2,1,1
0,20658,2,1,1
0,32351,2,1,1
0,56558,2,1,1
0,34437,2,1,1
0,5788,2,1,1
0,53878,2,1,1
0,42323,2,1,1
3962,18,1,1,1
0,13154,2,1,1
0,38132,2,1,1
0,21601,2,1,1
0,63892,2,1,1
0,12166,2,1,1
0,5773,2,1,1
0,36053,2,1,1
0,0,4,0,0
0,25855,2,1,1
0,0,3,0,0
0,0,4,0,0
0,0,4,0,0
0,59194,2,1,1
0,57429,2,1,1
0,0,3,0,0
0,53007,2,1,1
0,3968,2,1,1
42,15,1,1,1
0,14330,2,1,1
0,1350,2,1,1
0,53905,2,1,1
69,5,1,1,1
0,17469,2,1,1
0,13366,2,1,1
0,50350,2,1,1
0,62509,2,1,1
0,35101,2,1,1
0,6379,2,1,1
0,49165,2,1,1
0,23908,2,1,1
58,7,1,1,1
1,7,1,0,0
0,32017,2,1,1
0,36529,2,1,1
0,9632,2,1,1
16,0,1,1,1
0,50147,2,1,1
0,7478,2,1,1
0,0,4,0,0
1,5,1,0,0
0,56937,2,1,1
0,15002,2,1,1
0,2750,2,1,1
0,61694,2,1,1
243,6,1,1,1
2528,15,1,1,1
0,13418,2,1,1
0,0,3,0,0
0,19599,2,1,1
0,2601,2,1,1
0,54419,2,1,1
0,4788,2,1,1
0,48128,2,1,1
0,1728,2,1,1
0,42255,2,1,1
0,22094,2,1,1
0,36726,2,1,1
0,27858,2,1,1
0,3320,2,1,1
0,16516,2,1,1
2364,8,1,1,1
0,16960,2,1,1
0,35502,2,1,1
0,25056,2,1,1
3212,35,1,1,1
0,40003,2,1,1
0,3171,2,1,1
0,22303,2,1,1
0,25316,2,1,1
0,47507,2,1,1
0,39918,2,1,1
144,6,1,1,1
0,10986,2,1,1
0,27945,2,1,1
0,32432,2,1,1
0,14936,2,1,1
872,7,1,1,1
0,34251,2,1,1
0,10709,2,1,1
0,37266,2,1,1
0,13309,2,1,1
0,23118,2,1,1
0,34353,2,1,1
0,33018,2,1,1
0,10813,2,1,1
0,5568,2,1,1
0,36571,2,1,1
0,37707,2,1,1
0,49613,2,1,1
0,24520,2,1,1
0,64474,2,1,1
0,13101,2,1,1
0,55715,2,1,1
5733,11,1,1,1
0,15626,2,1,1
0,5978,2,1,1
2094,2,1,1,1
0,52801,2,1,1
0,30792,2,1,1
0,5898,2,1,1
0,40179,2,1,1
0,21614,2,1,1
0,27076,2,1,1
0,34719,2,1,1
1124,9,1,1,1
0,34705,2,1,1
0,50681,2,1,1
1,12,1,0,0
0,32030,2,1,1
0,59689,2,1,1
0,4610,2,1,1
0,19500,2,1,1
0,49349,2,1,1
0,55852,2,1,1
0,22445,2,1,1
0,52493,2,1,1
0,24271,2,1,1
0,15517,2,1,1
0,59483,2,1,1
0,28384,2,1,1
0,26029,2,1,1
5,5,1,1,1
0,51782,2,1,1
0,38811,2,1,1
0,3138,2,1,1
0,5474,2,1,1
4869,10,1,1,1
5768,11,1,1,1
0,40363,2,1,1
0,55484,2,1,1
0,25955,2,1,1
0,767,2,1,1
0,17493,2,1,1
0,5956,2,1,1
0,20281,2,1,1
0,38779,2,1,1
0,8765,2,1,1
0,0,4,0,0
0,45342,2,1,1
0,30762,2,1,1
0,4356,2,1,1
0,254,2,1,1
0,40514,2,1,1
0,0,4,0,0
0,11050,2,1,1
0,26081,2,1,1
0,46390,2,1,1
1327,31,1,1,1
0,5182,2,1,1
0,49393,2,1,1
0,17985,2,1,1
0,22739,2,1,1
0,64234,2,1,1
0,25801,2,1,1
5777,11,1,1,1
0,24387,2,1,1
0,44353,2,1,1
0,50348,2,1,1
0,270,2,1,1
0,47051,2,1,1
0,794,2,1,1
0,26138,2,1,1
0,11153,2,1,1
0,10966,2,1,1
0,46895,2,1,1
0,15292,2,1,1
0,6063,2,1,1
0,24700,2,1,1
0,7504,2,1,1
0,14517,2,1,1
0,28424,2,1,1
0,39025,2,1,1
0,26593,2,1,1
0,36901,2,1,1
0,34366,2,1,1
0,38992,2,1,1
0,10484,2,1,1
0,53846,2,1,1
0,62563,2,1,1
0,0,3,0,0
0,25271,2,1,1
0,20612,2,1,1
0,46087,2,1,1
0,15577,2,1,1
0,59868,2,1,1
0,29008,2,1,1
0,34406,2,1,1
0,31523,2,1,1
0,35182,2,1,1
0,28036,2,1,1
1,41,1,0,0
0,14971,2,1,1
0,2647,2,1,1
15,40,1,1,1
0,9043,2,1,1
0,990,2,1,1
0,47863,2,1,1
0,0,4,0,0
0,33076,2,1,1
0,33947,2,1,1
0,19484,2,1,1
0,43056,2,1,1
0,47441,2,1,1
0,43275,2,1,1
0,6324,2,1,1
0,55890,2,1,1
0,25240,2,1,1
0,16313,2,1,1
0,2859,2,1,1
0,35648,2,1,1
0,36967,2,1,1
0,13277,2,1,1
0,11550,2,1,1
0,57491,2,1,1
0,0,4,0,0
0,41993,2,1,1
0,25586,2,1,1
0,45594,2,1,1
0,15441,2,1,1
0,5390,2,1,1
0,30453,2,1,1
0,17158,2,1,1
0,41992,2,1,1
0,3959,2,1,1
0,8542,2,1,1
0,24453,2,1,1
0,43071,2,1,1
0,10945,2,1,1
0,43243,2,1,1
0,59182,2,1,1
0,48543,2,1,1
0,26359,2,1,1
0,38486,2,1,1
0,28357,2,1,1
0,2012,2,1,1
0,25642,2,1,1
0,40901,2,1,1
0,4162,2,1,1
0,44808,2,1,1
0,8210,2,1,1
0,44217,2,1,1
0,36959,2,1,1
0,851,2,1,1
0,3001,2,1,1
3178,35,1,1,1
0,66780,2,1,1
0,33523,2,1,1
0,49179,2,1,1
0,23100,2,1,1
0,46226,2,1,1
0,46823,2,1,1
0,34174,2,1,1
0,1818,2,1,1
0,56881,2,1,1
0,16155,2,1,1
0,0,4,0,0
0,39784,2,1,1
0,15432,2,1,1
0,40858,2,1,1
0,39924,2,1,1
0,38469,2,1,1
0,59177,2,1,1
0,49737,2,1,1
0,14320,2,1,1
0,46367,2,1,1
0,63613,2,1,1
0,47570,2,1,1
0,3093,2,1,1
0,33510,2,1,1
0,19009,2,1,1
0,5550,2,1,1
3021,10,1,1,1
0,707,2,1,1
0,0,3,0,0
0,36043,2,1,1
0,36660,2,1,1
0,37835,2,1,1
5320,12,1,1,1
0,55376,2,1,1
0,40891,2,1,1
0,8314,2,1,1
0,39558,2,1,1
0,28929,2,1,1
0,4146,2,1,1
0,32108,2,1,1
0,43689,2,1,1
0,49792,2,1,1
0,10141,2,1,1
0,54135,2,1,1
0,45666,2,1,1
0,28456,2,1,1
0,17728,2,1,1
0,1665,2,1,1
0,69,5,1,1
0,26529,2,1,1
0,9865,2,1,1
0,17669,2,1,1
0,44115,2,1,1
0,0,3,0,0
0,23268,2,1,1
0,14,5,1,1
0,24024,2,1,1
0,12157,2,1,1
0,39939,2,1,1
0,33735,2,1,1
0,0,3,0,0
0,0,4,0,0
0,32951,2,1,1
0,6437,2,1,1
0,30716,2,1,1
0,36762,2,1,1
0,40647,2,1,1
0,1549,2,1,1
0,49311,2,1,1
0,33719,2,1,1
0,0,4,0,0
0,24177,2,1,1
0,19878,2,1,1
0,45346,2,1,1
0,5261,2,1,1
0,39797,2,1,1
0,17113,2,1,1
0,49098,2,1,1
0,2579,2,1,1
0,6893,2,1,1
0,56411,2,1,1
0,40654,2,1,1
0,50181,2,1,1
0,4998,2,1,1
0,42856,2,1,1
0,8537,2,1,1
0,0,4,0,0
0,7707,2,1,1
0,41151,2,1,1
0,3939,2,1,1
0,46745,2,1,1
0,23319,2,1,1
0,57924,2,1,1
0,17566,2,1,1
0,21512,2,1,1
0,15633,2,1,1
0,49600,2,1,1
0,20933,2,1,1
0,41958,2,1,1
0,25412,2,1,1
0,1657,2,1,1
0,22960,2,1,1
0,42603,2,1,1
0,22258,2,1,1
2127,2,1,1,1
0,8084,2,1,1
0,0,4,0,0
0,34566,2,1,1
0,35748,2,1,1
0,29030,2,1,1
0,47230,2,1,1
0,31726,2,1,1
0,38709,2,1,1
3201,35,1,1,1
0,8274,2,1,1
0,15528,2,1,1
0,40998,2,1,1
0,32053,2,1,1
0,24631,2,1,1
0,57016,2,1,1
0,54932,2,1,1
0,0,4,0,0
0,6982,2,1,1
0,30584,2,1,1
0,11264,2,1,1
0,45389,2,1,1
0,34232,2,1,1
1482,11,1,1,1
0,37271,2,1,1
0,27292,2,1,1
0,37238,2,1,1
0,18253,2,1,1
0,0,4,0,0
0,0,4,0,0
0,30855,2,1,1
0,50763,2,1,1
0,21864,2,1,1
0,869,2,1,1
0,27764,2,1,1
0,9437,2,1,1
0,20540,2,1,1
0,0,4,0,0
0,43245,2,1,1
0,49128,2,1,1
0,23909,2,1,1
0,48269,2,1,1
0,19396,2,1,1
0,56037,2,1,1
0,252,2,1,1
